corrected_vv,num_linkings,av_len_sent,ls,num_gerunds,der_level3,nv,der_level4,num_inf,ndw,der_level6,num_func_ngrams,num_cl,num_acl,av_tok_before_root,num_sent,num_past_simple,freq_aux,corrected_vs,der_level5,density,num_coord,num_poss,text,class
3.6,19,22.56,0.11,4,0.05,0.13,0.06,20,181,0.07,1,33,7,4.94,18,3,0.52,0.33,0.04,0.47,12,18,"﻿There is no doubt that travelling by air transports has totally transformed our lives. It is difficult for everyone to imagine the sky with no plane, to go on a long trips and voyages only by train and car as these vehicles seem us too slowly now. Despite air transport is really useful, it produces poisonous emissions in the air and contributes to global warming.
To my mind, it would be great if our government create some laws to reduce air pollutions. It is obvious that the problem of pollution is connected with an enormous amount of different kinds of transport. Actually, this issue is caused not only by air transport. In such cities like Moscow the biggest part of these emissions is produced by private and public transport that everyone use everyday. Cars, taxis and some buses damage our atmosphere much more stronger than planes and helicopters. It is quite complicated for government to introduce a law which can safe our air from pollutions and maintane an atmosphere clean. For instance, nowadays there is a quick development of vehicles that work from electricity or from alternative energy resources, but not everyone will change their own comfortable transport on such electricity cars as they are quite expensive and difficult to charge (in Moscow there is no special stations for charging electric transport).
However, it is thought that air travels are more harmful due to huge sizes of engines of air transport. Planes or helicopters need much more petrol than those vehicles we use on the ground. Consequently, they through out a lot of emissions in our atmosphere, more than public and private transport. This opinion is quite faire.
Overall,I believe that our governments should not concentrate only on changing out transport, but also on the people's upbringing. Probably if we start to tell children about serious problems of ecology, of air pollution and global warming, we could influence their minds and make them to carry our atmosphere. May be in 20 years we all start to use bicyles instead of cars and taxis, or we will try to get our destinations on foot, not by buses. And of course, the pollution caused by air transport will reduce.",7
2.0,10,25.56,0.17,4,0.16,0.12,0.05,3,98,0.0,3,15,3,6.22,9,0,0.89,0.33,0.09,0.45,5,16,"﻿The bar chart depicts the usage of various social networks by different age groups of adults in the USA in percentage.
As it can be seen from the graph, Facebook is the most widely used social network among online adults of all ages, with the numbers varying from the highest of 87 percent of young adults and 56 percent of seniors using it. However, it is obvious that the network is mostly used by the younger generation. The same trend can be noticed with Instagram, which is most frequently used by the youngest age group. Instagram is most rarely used by the people of age, with only 6 percent of people over 65 years old having an Instagram account.

LinkedIn, on the other hand, is most popular among people from 30 to 64 years old. The number of users of the youngest and the oldest age groups are equal - 22 percent. This can be explained by the different needs of each generation, with LinkedIn being more of a business social network, unlike Facebook or Instagram, which are used mostly for socializing and entertainment.
Overall, it is obvious that the social networks one uses depend on one's age and needs corresponding to it.",8
3.17,18,27.0,0.08,2,0.02,0.12,0.08,21,114,0.0,1,31,5,11.4,10,1,0.59,0.23,0.03,0.47,6,7,"Increasing prison sentences is the best opportunity to reduce the number of crimes. And while one way group of people including me agree with this statement, the other prefer to think that we can use better variants . first of all, it is the obvious fact that if people who broke the law more time in prison, they will not do again what they have people have done longer. For example, government look for killers and does not give them the chance to kill anyone. Another way why longer prison sentences is good is that many prisons give these people opportunity to help society while the are there. For instance, law breakers can clean streets, make clothes or cook. So, rising of prison sentence means that they will help us longer and with this they can return something for their bad things. On the other hand, if people have not done anything illegal but they have been charged by mistakes for someone, they will have to stay longer inside the prison because of the increasing sentences. In my opinion, we have to increase prison sentences, so peopled will pay for killing people or other illegal things that they have done. And thaks to that people will afraid to break the law because they will fear to waste so many time in prison. To conclude, if we will increase prison sentences we definitely reduce crime and help society more but some people who have not broke may suffer longer.
",7
3.02,15,17.67,0.15,5,0.11,0.17,0.04,18,174,0.09,1,32,4,5.29,21,5,0.59,0.46,0.05,0.51,12,18,"Some people believe that rise of using modern technology causes the increasing number of health problems.

Actually, there is a number of reasons for this issue. First  and foremost, it is clearly, that every single person living in a modern realities has his or her own smartphone. Nowadays scientists strongly believe that mobile phones can make a huge damage to human’s heath-rhythm and eyesight. Secondly, logisty say that a permanent opportunity to get any kind of information you want causes many problems. For example with nerves and human’s phsychology in general. Another major reason is the fact that the level of traffic in modern cities is highly increased. This causes air pollution, which is also destroying for human’s health. Some researches say that nowadays ozone layer is already damaged so much, that we can’t even recover it. 

Nevertheless, there are some ways humanity could use to resolve these issues. Firstly, we can rearrange transporting use as more environmentally-friendly. For example, international transportations could make their transporting by using electric transport. Trains nowadays are as fast as cars or ships. This kind of transport is not wedespreaded because of the borders and the laws. I guess, governments should think about ecology and open borders for the international railway connection. Another thing that can be done to reduce technology damage on our health is try to face less mobile phone or a computer in your everyday life. You might use your phone only for connecting people and a compute only for work issues, for instance.

To summarise, I would like to say that influence of widespread technology on our health is not just technologies imperfectane fault. Personally, I think that it is our own choise. To ger pleasure and comfort by using our gadgets and have some problems with health or to have a great healthy body, but say ‘no’ to using technologies for your pleasure. Everything has it’s worth and it is up to you to decide.
",6
1.57,7,20.3,0.25,0,0.04,0.11,0.3,2,87,0.04,0,14,2,4.7,10,1,0.54,0.39,0.11,0.34,5,18,"Where is the graph consist of information about the percentage of population in the period from 1940 to 2040 in three differen countries: Japan (thin line), Sweden (broken line), and the USA. All that countries have a tendency to a grouth.
The USA and Sweden have the same way to development in the whole period. The biggest difference between these on is about 5 percent in 2010 (Sweden population have risen on 708 percent while the USA population stay constant). Population of both these countries have changed in about two times from the start and to the finish, where it have riched a pick in about 23 percent (USA) and 25-26 percent (Sweden).
As for Japan, this one has different way of population growth than others. It starts in 5 percent and don’t have a higher level before 1983. After thwt time it is constantly rising and hit a pick at the finish in 27-28 percent. At the period from 2030 to 2035 the growth of population has a biggest change (from 10 to 25 percent).
",5
3.21,15,20.25,0.04,7,0.05,0.14,0.03,19,155,0.12,2,33,5,5.62,16,5,0.63,0.11,0.04,0.5,6,16,"There is an opinion that countries should produce only the food that their nation eats and by that reduce the import as much as possible. I do not agree with this statement and and I would like to express my opinion.

The first obvious reason to tend to import more foreign food is the better meal variety of citizens. This factor can lead to better productivity and happiness of average citizen. Moreover most people are open-minded about trying something new in their life and food is no exception. With high posibility this desition, which was stated before, will be supported by anyone. the second reason about importing more food comes from the medical point of view. There is a high posibility that local food does not contain enough minerals and nutrients to supply the body. This may result in problems with health, which lead to higher chance to get ill, reduction of average lifespan and so forth. This is why it is so important to have a wide variety of food available in all supermarkets. Last, but not least argument is that reducing the amount of import will significantly harm the economy. it is clear that this trade between countries would have only positive impact on both countries which participate in it. The foreign seller which perhaps has high supply of his national food, is able to balance it by selling it our country. Our country also has sort of income because buying food from other countries is probably cheaper to produce it by yourself. Thus it is a win-win situation.

Summing up, I would like to mention that lowing production of local food and increasing import of it will no doubt have a positive impact on every single attribute of modern life and can also improve the economy.
",7
2.67,7,18.0,0.11,2,0.11,0.18,0.09,5,82,0.03,0,17,3,3.38,8,1,0.56,0.33,0.06,0.44,2,7,"Nowadays people have a number of health problems wich is gradually increase, and majority of people decide that they apealed from the widespread use of modern technology.

It is the truth that such technologies such as computers, phones which we meet daily can influence on our health. For instance, when someone sludying design it requires lot’s of time seating near the laptop. It is not beneficial for our eyes. Moreover, our phones influence on our ming by making special waves. When we sleep phones can work all the night and is dengerous for our rest and sleeping.

These problems can be reduced, if we will support more amount our health more. For example, one can put on the eye glasses when seating in front of the TV or computer, 
",4
3.77,27,25.11,0.07,4,0.02,0.13,0.09,32,180,0.05,2,51,2,7.22,18,9,0.68,0.37,0.07,0.45,15,15,"﻿It is stated that in the modern world more young people are criminals than it used to be in the past. This essay suggests the ideas what could cause that social phenomena, and it also gives advice to parents and teachers on the matter what can help the situation.

As far as I can see, the world where we live now is more complicated that it was years ago, and that is the main reason and the cause. As I know it from my personal experience, once a child becomes a young adult they get scared of the tons of opportunities and responsability they now have. The fear a young man has may lead to panic and misunderstanding what they should do with their life. Therefore, the lack of understanding of the society they live in forces them to make mistakes and as far as the situation deteriorates a person is likely to get influenced by the wrong people. What is more, as soon as a newly-born criminal realises and admits their sins they are already scared of the punishment and harassment they may get. So, even having realised the situtaion, they continue living the way they have been living for a good while. Thus, the main causes of that socail phenomena are complexity of the world we live in and young people's misunderstanding of the modern society.

Even though it seems to be a global problem that may need a profound approach to solve it, I think it is possible to prevent young people from comitting crimes and even help those who are already considered criminals. The lead should be taken by people who are responsable for children's socialisation: parents and teachers. Both of them should make kids understand that even if they make a mistake they are welcome to rehabilitate and nothing bad will happen to them. Moreover, teachers at school should tell students about how the world live and interact for them not to be scared of the diversity of laws, cultures, ways to live and to work. In addition, young people should be aware of different kinds of institutions existing to help them if they get in trouble.
To draw a conclusion I want to say that there are more methods that could be applied to help the problem. One method may fail in one society, while it may succeed in the other one. Each young criminal has a story to tell, thus, an individul approach may be needed.",7
1.77,7,21.08,0.13,1,0.08,0.08,0.0,8,94,0.05,0,19,0,5.67,12,3,1.19,0.0,0.05,0.31,4,21,"On the following diagramm it can be clearly seen how many people from 65 years and more in the period from 1940 up to 2040 in countries, like Japan, Sweden and USA.
First of all, the graphic below shows a small decreace in the number of old people in Japan. But, in in the end of 80s the situation changed greatly. It can be noticed that it is a steady rise from the end of 80s up to the 2030. Moreover, the statistics shows us a dramatical increace in 2030 in the number of old people from 10% up to 25%.
What about USA, it can be seen, that in the beginning of the period, the number of people after 65 was about 8-9%. Then it can be noticed, that there is a stable rise untill 80s. After that, it is supposed, that the number will be falling untill 2015, and, then it will be a huge increace up to 23%.
Finally, concerning Sweden, the following graph shows us a really unstable situation. It can be clearly seen, that at the period from 1940 til 1980 it was an an increace. Then, the diagrom shows us falls and rises that go after each other. Finally, it will rich at the number of about 25,5 - 26% percents.
",5
1.54,1,18.77,0.29,1,0.0,0.08,0.0,2,90,0.03,2,19,1,6.77,13,6,0.47,0.17,0.0,0.39,4,11,"The graph illustrates the process of changing of global smartphone profits between 2010 and 2015. At the beginning, in 2010 we can see, that Apple has the biggest number – more than 40 percents. HTC has the best number – about 10 percents, at the same time Blackberry and Samsung have almost the same percentage – about 20 percents. During the next 2 years Apple’s and Samsung’s percentages were constantly growing. 2013 year is a key one. Apple’s profits fell from 70 to 60 percents and Samsung’s profits rase from about 39 to 42 percents.
There are great number of Apple’s profits at the last year – more than 90 percents. Blackberry was stable falling last 5 years – from 20 percents to 5. There is the same situation with HTC’s number, except 2011 year, when it grew from 10 to 5 percents. After the key year Samsung’s number was greatfully falling from their biggest percentage to about 15 percents. At the last 2 years Apple was growing up for more than 30 percents. We can see the changes of every firm during 5 years. Apple’s percentage share grew from 40 to 90, Samsung’s fell from 17 to 14, HTC’s fell from 10 to 5 and Blackberry’s fell from 20 to 5.
",7
1.28,10,19.54,0.18,1,0.06,0.07,0.02,0,81,0.0,0,20,6,6.69,13,0,1.0,0.55,0.04,0.42,7,20,"The pie diagram illustrates information how can transported some goods.

According to the diagrams, goods are transported by two ways. The first way is by rail, second way is by road. Metals friquntly transported by rail then by road. In the first way is 35%, second way is 11%. Also, the metals is most popular goods by rail, but the goods which mast poplar by road is food products. Also, manufactured goods both transported by rail (25%) and by road (28%).

However, machinery transported by rail really more then by road (by rail is 12%, by road is 2%). It is cleary seen, that goods like chemicals and non-metallic minerals has middle percentage of popular transported by road and by rail. For instance, chemicals consists 11% by rail and 16% by road, and non-metallic minerals has 11% by rail and 13% by road.

Overall, only manufactured goods has 25% from both pie diagrams, because another goods consist different percentage from pie diagrams. For example, food products, which has only 11% in by rail, and it is the most popular goods by road (30%). The most unpopular goods is machinery (12% by rail and 2% by road).
",6
1.95,9,28.44,0.08,1,0.09,0.11,0.05,2,111,0.05,0,17,4,9.22,9,0,0.74,0.0,0.05,0.41,1,18,"﻿The bar chart illustrates the proportion of the usage of three social networks by adults belonging to different age groups in the United States.

It can be clearly seen that Facebook is the most popular online network among all age groups, with more than four-fifth of people aged from 18 to 29 and more than a half of the people from other age groups using it.
On the contrary, Instagram and LinkedIn are not as widely used. While slightly more than a half of the younger generation have an Instagram account, only a quarter of people aged from 30 to 49 communicate via this network. As for those who are 50 years old or more, Instagram users make up a small minority.
The difference in the percentage of those who have LinkedIn accounts is less dramatic. The proportion of users aged from 18 to 29 and those who are at least 65 years old is equal, making up 22 per cent. The figures for those who belong to other age groups, 30-49 and 50-64 years old, are almost identical, with 31 and 32 per cent respectively.

Overall, it can be concluded that Facebook is preferred to other social networks by all age groups in the USA, whereas Instagram is used mostly by younger people and LinkedIn popular among approximately a quarter of the whole adult population.",8
2.58,16,15.41,0.12,1,0.03,0.18,0.16,18,152,0.05,4,34,2,3.95,22,3,0.67,0.25,0.05,0.47,9,14,"Nowadays a lot of people use air travel for their business and free time activities, but we know that planes are not very good for out nature. So I agree that government should control the amount of air travel. Firstly, I think that we need to protect Earth from ourselves, new laws about air travel can be first step. We use gas and oil for planes, also we use ferrum for engeenering. This is very harmful for planet. Also because of planes influence on atmosphere, level of air pollution and global warming rise in future. Furthermore, to my mind, these new laws can be oportunity for science. They can develop some kind of new transport type or try not to use natural gas or oil but use trash or waist. Nowadays we can read about dzones. We can’t travel with help of them. But if we talk about mail or global shop delivery where dzones can be more effective than planes. For example last year big internet shop Amazon use dzones for delivery. They did it for advertising but why we can’t do this in our lives too? Also we can’t forget about our health. Air travel is not very helpful. Some doctors say that you will influenced by some radiation then you are in the sky. Pregnant women are not allowed to travel by plane, is not this a point of harmful influence? On the other hand we can’t forget about human rights. We can travel, can have business in different country, can visit relatives. And government can’t cancel all air travel and close the gates. To conclude, I would like to say that we need to be careful for our planet, our health. And population need to find golden line where our rights and our duties have the same level of importance.
 
",5
3.32,16,24.15,0.13,5,0.07,0.19,0.08,6,165,0.09,0,26,4,7.0,13,1,0.79,0.58,0.09,0.51,5,22,"Airplane is not the most eco-friendly kind of transport, speeding global warming by air pollution. It is discussed whether it is suitable to decrease the number of flights to stop the devastating impact of air travel on our planet. Surely, with development of high-speed ground travel, such as faster trains like ICE, the need for aviation slowly disappears in most developed countries high-speed train networks offer the same routes, but trains are cheaper, more ecological, more comfortable and sometimes even faster: in most cities rail terminals are situated in the center, while the airports are usually located far in suburbs. The second disadvantage of an aeroplane is comfort and security: passengers are suited in far more narrow space, which deprives of personal comfort and makes survival case of emergency more complicated, which is an actual problem, taking in account the increase in number of plane crashes and terrorist attacks.
However, there are arguments for opposite point of view. The main is a fact that airplane is still the fastest way of travelling to high-distance and remote destinations: no train can move a person from New York to Moscow in ten hours. It is especally important for countries like Russia, where the space exceeds imagination, but development of ground transport is still far from satisfactory. In the same time, building railway networks is highly expensive because of climate, so aviation is the only suitable mean of transport.
In conclusion I'd like to say I moderately agree with the statement, but taking in account country we're speaking about. In Europe in land flight ban seems acceptable but in Russia with its vast spares it is impossible.
",7
3.47,13,18.61,0.09,0,0.05,0.1,0.01,23,135,0.07,3,38,3,3.44,18,5,0.68,0.34,0.0,0.38,3,13,"Some people argue that creative artists are given too much freedom nowadays, while others think that self-expression can't be limited with any kinds of rules. I suppose that artists should be able to create whatever they want. Nevertheless there have to be some restrictions related to showing it publicly.
First of all, some artists don't have any boundaries and a lot of people love their works. However, these pieces of art can be harmful for children, because they are very sensitive and they percept everything they see. That's why it's reasonable to prohibit children to watch some films, visit some exhibitions and listen to some pieces of music.
Secondly, I have mentioned earlier that these restrictions should not be too serious. It means that artists should have their right to create anything they want. If a child gets access to prohibited pieces of art it's not the fault of an artist.
Also I believe that the grown-ups are able to decide themselves whether to read a book or not, whether to go to an exhibition or not. Even if they are shocked by the way an artist expresses himself they can deal with it. That's why the adults shouldn't not be restricted from getting acquomted with this or that piece of art. The only limit has to be the dignity of other people. I think that it concerns some kinds of installations.
All in all, it seems to me that people are free to express themselves. On the other hand, they need to remember that they are not the only ones who will see their creations. The restrictions are to focus on protection of children and dignity of other people and not on some political matters. These restrictions should not be similar to censorship.
",8
2.21,10,18.58,0.16,1,0.15,0.18,0.0,12,100,0.18,1,18,3,2.92,12,1,0.55,0.0,0.03,0.49,5,13,"In the modern world there are many ideas about the using of modern technology in the medicine. Let us start from рассмотрения these technologies in the details.
Firstly, I would like to say that there many health problems which we can вылечить with using modern technology. For example, a broken hand, foot or sheaf       also you can use of modern technology for the лечения зубов. It is important that some new technology we can see only in the best hospitals, аптеках but in some villiges there are not them. People from small towns or villiges get to the centre, in their city with their problems. They get to the good     with серьезными health problems only. For example, when a person has ill heart, or some болезни which несовместимы with life.
Secondly, I believe that the modern technology can give to people a second шанс to live a whole life, for instance, a person without a foot or hand can     new конечность which will be do from some new matirials. Some hospitals use laser...



In conclusion, the modern world do get a new step in the treatment. Today many people have opportunities to do better their health with some new technologies.
",4
2.93,10,22.45,0.12,3,0.07,0.19,0.05,11,127,0.16,0,17,5,6.27,11,1,0.52,0.15,0.05,0.49,6,15,"In modern condition the problem of ecology is strongly important, that is why the humanity seeks different ways to reduce the damage influence of the Earth from our everyday life. As we knoe, aircrafts make a contribution in air pollution and global warming. One of possible ways to solve this problem is decreasing the amount of air travel for business and leisure by using a law. However, I do not encourage this approach. At first, the air transport is the one of the popular, safety and fast king of transport. Nowadays, humanity can not to find appropriate substitution for it. For instance, it is impossible to remove on anather materic without air, if between couple of places are ocean.
At second, there are more effective methods to stop the process of global warming and air pollution. As we know, scientist of all world working to research alternative ways of energy instead of air ang gas, that unisng such as fuel for, cars. It is evidence, that car using more common millions of cars and influence more greater to ecology than all aircraft , that exist on the planet, if fly simultaneously. 
To conclude, to win air and global warming, the humanity should to reduce directions, that introduce the main distribution to ruin the nature, but not small details.
",5
2.25,6,25.0,0.19,1,0.06,0.14,0.11,2,84,0.08,0,18,1,6.29,7,4,0.83,0.2,0.03,0.42,5,12,"﻿We have two graphics, which show us the population in the USA and birth and death rate from 1750 to 2000.
As we can see in the first graph, the growth of the USA population gradually rise. Besides, during the last part of the 20th century, there are was more intensive growth. That is probably means that there were more babies born or people immigrated to the USA.
The second graph shows us that during all this period birth and death rates were not stable.There was a pick of birth and death activity during the second part of 18th century, after that the graphs gradualy fall. For the last 50 years of the 20th century the number of deaths is stable, while the births are growing. 	If we compare this two graphs we can make a conclusion that the sharp increase of population is mostly caused by newcomers, who moved to the USA after The Second World War.",6
2.88,14,23.43,0.14,7,0.05,0.16,0.08,13,149,0.1,1,24,6,6.93,14,2,0.62,0.12,0.08,0.44,6,27,"Nowadays, there is a growing tendency to copy and share some types of electronic information illegally. It is mostly connected with the increasing importance of the Internet for people. In my opinion, punishing people for doing such crimes should be cancelled, because of the context of new market, which changes under the pressure of the Internet.
First of all, it is important to understand that you cannot control all of the information in the web networks. There are many people, who copy and share content of electronic information illegally, but catching and punishing all of them will be really expensive. The cost of this may be probably higher than the loss of money from the process of “pirating”.
Secondly, modern market moves in the direction of micro transactions, instead of simple selling the product. You can get more money from consumer, who has free access to some fragments of your film, but pays for the other fragments. However, this strategy can also be violated by pirates, because they can make copies of expensive fragments. Besides, statistics shows that this method of fighting with pirates is more effective than punishing them.
Last but not least, punishing pirates leads to the violation of the right for the freedom in the Internet. By monitoring and controlling cases of illegal copying of the information, companies will interrupt private life of people and their opportunity to be free in the web.
Taking everything into consideration, my disagreement with the punishing of the people, who copying and sharing music or films illegally, can be explained by the influence of the Internet on the modern market system. law should be appropriate to the instantly changing reality and deal with pirates as with the common element of modern world.
",7
2.43,12,19.5,0.04,0,0.04,0.18,0.06,9,107,0.04,3,15,4,4.3,10,4,0.42,0.0,0.02,0.51,6,12,"Some people believe that the globalization of use of technologies damage people’s health.

Nowadays people around the world use the variety of modern technologies for their everydays routine. We are used to take transport rather than have a walk or use the internet rather than go to library. There is no doubt that technologies have enormous benefits which make our life much more comfortable and some routine faster. But at the same time the whidespread use of them causes a lot of problems and the most significant of them are health problems.

The most common problem became the lack of activity in life of modern people, which lead to problems with overweight or with heart and other ones. Often use of mobile phones and computers also causes problems with eyes, brains and even the ability to concentrate.

To tackle these problems some particular actions should be made. For example, active lifestyle and good nutrition can be promoted by mass-media, TV and magazine. Moreover governments should make complex health programs, which can help people to anticipate some problems.
",6
3.13,10,18.62,0.16,2,0.03,0.14,0.06,12,123,0.05,3,29,1,7.31,13,4,0.74,0.41,0.05,0.43,2,7,"Nowadays, the theam drugs consumption leads to heated dealates. There are two view on this problem. Some people think that the athlets who use illegal drugs shouldn't participate in competion during some period of time, the opponents insists that using of drugs should be punished more radically, so the athlets should be banned forever.
On the other hand, the first idea is based on humanity. Everyone can make a mistake even an athlet. But it seems that this measure will work only if the sportsmen really appologise for his action. If he do not he will use drugs in future more carafully and we have a negative influence on a copetition.
That is why for the another hand, the eternal ban will be better. It will protect all pure athlets. Nevertheless, there are some disadvantages in this method, because it do not include the mistake of RUADA or other antidopping organisations. And not even the career of a good athlet can be ruin after such mistakes, but also the sport in country where he came from.
Taking everything into considaration, we can say that there are some advantages and disadvantages of this two measures of antidopping companies. But I believe that the first one is better because it can really resolve a problem with less harm for everyone.
",6
3.24,8,23.38,0.11,4,0.01,0.15,0.14,18,141,0.03,0,33,4,4.92,13,2,0.55,0.22,0.08,0.46,11,13,"It is argued that free sharing and copy of music and films in the Internet does a lot of harm to the people who produce this content and those who enjoy it and those who do not want to pay must be considered as criminals. Personally I disagree with that claim and I hold the opinion that punishment is not an effective solution to the named problem.
Undoubtely, there are some reasons for punishing people who do not pay for the content. To begin with, musicians and producers lose money they deserved and it leads to lack of motivation to create new films and music tracks. Additionally, money payed for art producers are investments in future projects. Finally, losing such amounts of money hurts not only creators, but also the government budget which has its own profit from the taxes.
Nevertheless, punishing for copying and sharing music and videos seems to be bad idea. Firstly, free products of art provides cultural development of the population. It is irrational and even unfair to punish those who are aimed at self-development but do not have money for it. This person can be a child, a student or just somebody with financial problems. Secondly, people who are able to pay will pay if they adore the content and they want to say some thanks to those who created it. Thirdly, the Internet is the informational field which is difficult to control by the law, so punishing will be technically difficult to implement.
To sum up, punishing for sharing and copying objects of art can satisfy those who produce them, but also can influence on cultural development in negative way.
",7
2.71,6,24.25,0.13,1,0.0,0.19,0.11,13,107,0.06,0,20,5,5.75,8,1,0.86,1.06,0.08,0.51,4,16,"Many countries in the world have financial problems linked to export and import questions. Some of opinions claims that country must produce food for the wrong population and don’t buy nothing from other countries

I agree, that it is good idea to be independent from other countries, how it’s be nowadays, when, for example, Russia closes all ways for import from Europe. Independense will grow countries economicy, because money wasted by population for food doesn’t “floight away” from country and with that indepensity import will grow.

People will be protected from DNA-modified products, there will be much more working places for unemployments. Never append the situation, when people can’t find some needed kinds of products, because “Yesterday at boundary was stopped illegal transport with potatoes”. County will have much more power in control of food production, price can be regulated, produce plan can be modified. All factors will be better when countries will produce the food only for their populatio and there is no bad in wide aspect of this change.
",4
1.92,2,17.7,0.12,0,0.0,0.14,0.0,3,75,0.0,0,14,2,5.3,10,0,1.09,0.0,0.0,0.44,5,13,"The graph illustrates how much electricity  english people use in winter and in summer. The pie chart illustrates which needs electricity satisfies.
On the graph it can be seen that in winter people consume almost twice as much electricity as in summer. Demand for electricity is the lowest at night: 30000 units in winter and about 15000 units in summer. The highest demand in winter is at 9 P.M. - about 45000 units. The highest demand in summer is much earlier- at 1 P.M. -about 20000 units. 
The pie chart shows that the greatest quantity of energy is used for heating rooms and water - more than a half of all demand. The usage of electricity for lightning, big and small maschines is almost equal - about 15%.
All in all it can be seen that people spend more electricity in winter, and it can be connected with the fact that most of the electricity is used for heating purposes. 

",8
2.37,13,26.67,0.08,0,0.13,0.11,0.07,5,77,0.13,0,12,4,13.0,6,1,0.53,0.0,0.07,0.41,5,11,"The given bar chart presents the proportion of money spent on the development of the book market in USA, Germany, China and UK in 2014 and gives a prediction for 2018.
As it can be seen from the chart, the print market trend for USA, UK and China is likely to decrease significantly by 2018 and reach 7,5 billion dollars while in Germany this proportion will remain stable. at the mark of 6.
It should pointed out that there is an opposite proportion for ebooks market. We observe a rising trend in all the countries given, however, the number of money spent on the development of eBook market in 2018 is much lower than on traditional printmarket.
Clearly, usage of print books is likely to reduce considerably in the developed countries by 2018. However, the role of eBook market will significantly increase.
",5
2.0,5,21.25,0.08,1,0.03,0.15,0.16,3,80,0.03,0,10,1,7.0,8,2,1.12,0.0,0.05,0.42,2,27,"The vertical bar chart gives information about the number of boys and girls in different parts of world that were not be able to get a primary school education from 2000 to 2012.
It may be clearly seen from the graph that the most number of children without access to primary schools in Africa. In South Asia the mount of residents without beginning education in 2000 is equal to the number of uneducated children in Africa in 2000 (32.7 millions). To compare with these two regions rest of world has less people who had not access to primary education. However, this trend has been changed. The amount of male and female children in rest of world exceeded this number by 5 millions in 2012.
Overall, the figure shows downward trend in the number of uneducated children in all regions. In South Asia were dramatic decline of the number of children with access to education to 10 millions people.
",5
1.22,3,13.77,0.28,1,0.0,0.06,0.23,0,76,0.07,0,11,2,3.62,13,1,0.17,0.41,0.07,0.34,9,1,"The graph show (unemployement rate) statistic between North Africa, Middle East, EU, Latin America, S. Asia, and wordwide. In 2014 and 2015 years unemployement rate show this graph not different. N. Africa have 12,5 in 2014 and in 2015. Middle East graph very fluactuated between 11 and 9,6 percent. Firstly in 2014 Middle East have 11 and in 2015 this graph very sharply on 2,4. 
In EU 2015 year unemployement rate grow on 0,4.
Overall, Latin America in 2014 have on 1 percent more than in 2015 (5,8). 
According, S. Asia stbility have in 2014-2015 y. 3,9, unemployement rate. Maybe it is normal for S. Asia now. 
Worldwide have stability 5,9, than other countires. In this graph difference (unemploy rate) fluactuated just M. East EAU (?EU?) and in Latin America. In conclusion, I think every year in some countries unemployement rate sometimes fluactuated.
",5
2.23,8,20.43,0.11,0,0.1,0.17,0.03,14,82,0.03,0,11,2,5.71,7,4,0.65,0.34,0.08,0.44,4,5,"
However, all these problems, in my opinion, can be reduced in some ways. Scientists nowadays have already invented special glasses that help to protect people’s eyes from the negative impact of screens. In order to prevent problems which are connected with back and information volume people should give themselves some breakes  during the work. They can go to the nature and relax or just do some gymnastics. These all might bot reduce the whole bad effect from the technologies, but will obviously help people to protect themselves. 

To conclude it all, we should not underestimate the importance of technology in our lives. However, our health is not less important, therefore, we should do our best and use all possible ways to reduce the bad impact from gadgets. 
",6
1.92,6,20.6,0.21,2,0.02,0.1,0.11,3,84,0.0,0,18,6,4.4,10,1,0.35,0.74,0.0,0.41,5,11,"For illustrate come gives 2 pie charts, where we can see information about the transportation of goods between countries in Eastern Europe is 2008 year.

Firstly, pie charts as soon, nomber onem what metals in goods transported by rail bigger number – 35%, that 1/3 graphic. And can see, what in transported by road, food products about 35%, what is 1/3 of pie charts, but ne iaformation 30%. Selecting this 2 chartis, we can watching, what, chemicals and metols together 11%. In the pie charts is popular manufactured goods – 28%. 

In transported by road, machinery have a very smoll – 2%. In 2 graphik, pie charts, merals and non-metallic minerals have a summarise information. 

I can see, summarise the information this two illustrote graphicL goods transported by rail and road, about of countries in Eastern Europe in 2008 year. In this charts transported we seen about pie charts, whe he illustrate, Eatch graphic have five pie. Now, transported is popular in our world.
",5
